,MRE-,ACC+,PRED40+,N_estimators,criterion,Min_sample_leaves,Min_impurity_decrease,Max_depth
7800,73.84,7.5,25.0,130,2,12,1.5,10
7801,74.54,7.28,25.0,180,1,16,6.0,15
7802,100.0,0.0,37.5,40,0,15,2.0,5
7803,100.0,0.0,37.5,40,0,18,3.0,16
7804,73.61,7.57,25.0,120,1,20,1.75,17
7805,99.4,0.16,0.0,140,0,18,5.0,12
7806,73.44,7.62,25.0,110,1,9,8.5,18
7807,100.0,0.0,37.5,100,0,10,2.0,9
7808,72.14,7.81,25.0,40,2,6,1.25,3
7809,100.0,0.0,37.5,130,0,8,7.75,3
7810,100.0,0.0,37.5,90,0,7,4.75,3
7811,75.15,7.1,0.0,90,1,14,4.25,16
7812,78.02,6.23,0.0,40,2,11,0.25,18
7813,100.0,0.0,37.5,160,0,9,6.5,5
7814,71.7,8.16,25.0,150,1,17,2.5,1
7815,100.0,0.0,37.5,190,0,10,6.0,17
7816,74.8,7.2,25.0,120,1,16,7.75,20
7817,75.55,6.98,0.0,180,1,10,1.0,4
7818,86.4,3.76,0.0,10,1,19,0.5,18
7819,100.0,0.0,37.5,40,0,3,9.25,15
7820,100.0,0.0,37.5,80,0,6,8.75,9
7821,100.0,0.0,37.5,80,0,16,0.5,15
7822,75.57,6.97,0.0,200,2,8,2.5,13
7823,100.0,0.0,37.5,130,0,14,5.0,15
7824,73.76,7.52,25.0,60,1,12,2.5,1
7825,74.01,7.45,25.0,120,2,12,1.0,1
7826,100.0,0.0,37.5,190,0,9,2.5,19
7827,74.71,7.23,25.0,100,1,5,2.0,8
7828,100.0,0.0,37.5,200,0,4,4.75,11
7829,74.15,7.4,25.0,70,2,20,6.25,9
7830,99.17,0.22,0.0,50,0,17,0.25,20
7831,100.0,0.0,37.5,180,0,13,6.75,3
7832,73.41,7.63,25.0,80,2,7,2.75,15
7833,71.82,8.13,25.0,60,1,7,4.5,13
7834,100.0,0.0,37.5,50,0,14,0.5,20
7835,100.0,0.0,37.5,200,0,13,9.0,5
7836,73.45,7.62,25.0,180,2,12,10.0,18
7837,99.75,0.07,0.0,170,0,1,4.25,6
7838,75.31,7.05,0.0,200,2,5,5.25,9
7839,100.0,0.0,37.5,50,0,14,1.5,19
7840,100.0,0.0,37.5,200,0,4,6.75,15
7841,76.75,6.61,0.0,30,1,6,4.75,11
7842,71.33,8.28,25.0,120,2,10,9.25,19
7843,100.0,0.0,37.5,140,0,14,8.0,8
7844,73.52,7.6,25.0,160,1,17,6.0,9
7845,74.65,7.25,25.0,200,1,4,3.75,6
7846,99.74,0.07,0.0,160,0,17,0.5,4
7847,73.01,7.76,25.0,130,1,8,6.25,12
7848,73.11,7.73,25.0,190,2,7,7.75,4
7849,100.0,0.0,37.5,20,0,7,6.25,14
7850,100.0,0.0,37.5,180,0,15,7.0,18
7851,100.0,0.0,37.5,40,0,12,0.25,19
7852,100.0,0.0,37.5,10,0,18,8.0,18
7853,75.33,7.04,0.0,200,2,7,8.5,14
7854,72.33,7.97,25.0,120,2,16,3.25,17
7855,68.55,9.26,25.0,110,2,6,0.75,14
7856,76.49,6.69,0.0,50,1,18,9.0,1
7857,73.12,7.72,25.0,170,1,7,0.75,11
7858,100.0,0.0,37.5,60,0,14,9.75,10
7859,74.73,7.23,25.0,170,2,5,6.25,14
7860,100.0,0.0,37.5,120,0,2,4.25,13
7861,72.85,11.03,25.0,120,2,1,5.75,1
7862,100.0,0.0,37.5,110,0,5,0.5,19
7863,100.0,0.0,37.5,60,0,16,3.0,8
7864,74.4,7.33,25.0,80,1,15,4.25,2
7865,100.0,0.0,37.5,160,0,19,5.0,1
7866,99.7,0.08,0.0,140,0,4,3.0,15
7867,72.55,7.9,25.0,130,1,1,4.0,6
7868,71.27,8.3,25.0,10,1,2,3.5,7
7869,74.78,7.21,25.0,90,2,18,1.75,11
7870,74.8,7.2,25.0,110,1,8,7.75,7
7871,100.0,0.0,37.5,10,0,13,1.25,2
7872,72.39,7.95,25.0,90,1,16,3.0,5
7873,100.0,0.0,37.5,190,0,16,6.25,17
7874,99.75,0.07,0.0,170,0,11,0.25,10
7875,100.0,0.0,37.5,10,0,13,7.25,13
7876,100.0,0.0,37.5,50,0,14,6.25,7
7877,74.75,7.22,25.0,70,2,17,2.0,5
7878,76.12,6.8,0.0,90,1,17,6.5,13
7879,100.0,0.0,37.5,140,0,2,5.0,17
7880,74.29,7.36,25.0,80,2,15,0.75,7
7881,76.57,6.66,0.0,130,1,11,1.0,15
7882,100.0,0.0,37.5,10,0,17,8.0,3
7883,100.0,0.0,37.5,90,0,15,0.25,7
7884,100.0,0.0,37.5,60,0,11,7.75,8
7885,69.25,8.93,25.0,50,1,18,10.0,11
7886,75.48,7.0,0.0,110,2,19,6.75,20
7887,75.04,7.13,0.0,150,1,13,7.25,17
7888,74.74,7.22,25.0,110,1,8,2.5,7
7889,71.56,8.21,25.0,100,1,15,9.25,10
7890,73.44,7.62,25.0,200,1,3,8.25,5
7891,70.45,8.38,25.0,170,2,7,1.0,10
7892,72.88,7.8,25.0,90,1,20,9.0,3
7893,99.26,0.2,0.0,170,0,6,8.5,14
7894,74.96,7.16,25.0,150,1,10,1.25,16
7895,73.79,7.51,25.0,160,2,4,6.0,17
7896,100.0,0.0,37.5,140,0,12,9.5,5
7897,100.0,0.0,37.5,10,0,12,1.0,19
7898,99.74,0.07,0.0,160,0,18,1.5,20
7899,69.49,8.86,25.0,80,1,18,8.75,18
7900,75.0,7.14,25.0,120,1,8,10.0,7
7901,100.0,0.0,37.5,110,0,12,8.75,12
7902,100.0,0.0,37.5,70,0,4,4.75,1
7903,73.98,7.45,25.0,190,1,12,9.5,14
7904,73.06,7.74,25.0,120,2,18,9.0,18
7905,72.18,14.79,25.0,90,1,2,0.5,2
7906,100.0,0.0,37.5,60,0,14,7.5,11
7907,72.96,7.77,25.0,140,2,3,7.25,7
7908,75.7,6.93,0.0,170,2,7,7.75,14
7909,73.08,7.73,25.0,80,1,18,7.5,12
7910,73.86,7.49,25.0,150,2,17,1.0,6
7911,74.42,7.32,25.0,190,2,16,5.5,6
7912,75.16,7.09,0.0,180,1,8,4.5,12
7913,74.85,7.19,25.0,60,2,3,3.5,19
7914,75.66,6.94,0.0,70,2,10,10.0,17
7915,99.65,0.09,0.0,120,0,15,4.5,20
7916,99.78,0.06,0.0,190,0,14,5.25,11
7917,73.19,7.72,25.0,200,2,2,4.5,10
7918,74.05,7.43,25.0,120,1,15,3.75,18
7919,72.98,7.76,25.0,150,1,9,8.0,12
7920,100.0,0.0,37.5,180,0,14,4.5,15
7921,74.29,7.36,25.0,180,2,11,4.0,4
7922,100.0,0.0,37.5,160,0,2,3.0,9
7923,75.0,7.14,0.0,100,2,6,3.5,9
7924,75.31,7.05,0.0,140,1,5,3.75,19
7925,100.0,0.0,37.5,150,0,14,8.25,15
7926,71.22,8.31,25.0,90,2,20,5.0,18
7927,99.72,0.07,0.0,150,0,20,1.0,1
7928,99.75,0.07,0.0,170,0,8,7.25,17
7929,71.58,9.72,25.0,110,1,4,0.5,6
7930,75.41,7.02,0.0,90,1,20,1.0,8
7931,100.0,0.0,37.5,10,0,6,5.25,10
7932,75.0,7.14,25.0,50,2,11,1.0,4
7933,74.66,7.25,25.0,50,2,3,5.5,5
7934,76.7,9.64,0.0,140,2,1,2.5,17
7935,99.68,0.09,0.0,130,0,11,7.0,16
7936,100.0,0.0,37.5,90,0,1,6.75,2
7937,100.0,0.0,37.5,180,0,17,4.5,2
7938,75.34,7.04,0.0,90,1,10,9.75,3
7939,100.0,0.0,37.5,90,0,19,1.5,16
7940,72.6,7.48,25.0,150,2,6,1.0,4
7941,73.76,7.52,25.0,120,1,6,5.75,19
7942,73.72,7.54,25.0,190,2,12,0.75,11
7943,100.0,0.0,37.5,180,0,5,3.75,10
7944,69.3,8.92,25.0,10,2,15,5.5,15
7945,73.41,7.63,25.0,130,2,3,8.0,4
7946,100.0,0.0,37.5,60,0,2,6.25,19
7947,73.55,7.59,25.0,200,1,13,1.25,4
7948,100.0,0.0,37.5,90,0,8,3.5,20
7949,77.13,8.65,0.0,110,2,2,3.5,5
7950,72.88,7.8,25.0,190,1,14,8.0,6
7951,71.88,8.11,25.0,140,2,20,0.75,17
7952,74.35,7.34,25.0,180,1,18,5.25,11
7953,100.0,0.0,37.5,90,0,2,9.25,12
7954,74.45,7.31,25.0,160,1,10,0.0,10
7955,75.55,6.98,0.0,180,1,8,9.5,4
7956,73.7,7.54,25.0,130,2,12,0.75,11
7957,100.0,0.0,37.5,180,0,2,6.5,18
7958,72.59,7.89,25.0,10,1,9,6.0,1
7959,64.25,10.54,25.0,10,1,17,7.25,11
7960,75.1,7.11,0.0,170,1,7,5.5,18
7961,100.0,0.0,37.5,50,0,19,0.0,6
7962,72.92,7.78,25.0,150,1,14,9.75,9
7963,72.04,8.06,25.0,60,2,3,7.0,12
7964,74.54,7.28,25.0,180,2,16,4.25,12
7965,78.56,6.06,0.0,40,2,8,1.75,10
7966,100.0,0.0,37.5,20,0,4,2.0,16
7967,73.98,7.46,25.0,120,1,5,6.0,20
7968,70.07,8.67,25.0,40,2,2,8.5,12
7969,100.0,0.0,37.5,140,0,6,6.25,16
7970,72.35,7.96,25.0,120,1,18,10.0,19
7971,74.45,7.31,25.0,80,1,9,1.75,12
7972,72.39,7.95,25.0,100,1,19,2.25,15
7973,76.41,6.71,0.0,70,1,20,5.25,6
7974,73.54,7.59,25.0,110,2,10,0.75,11
7975,100.0,0.0,37.5,10,0,4,3.0,12
7976,75.48,7.0,0.0,110,1,5,9.0,8
7977,99.65,0.09,0.0,120,0,11,6.25,7
7978,73.8,7.51,25.0,190,1,11,7.0,4
7979,69.89,8.83,25.0,190,2,4,3.0,15
7980,100.0,0.0,37.5,130,0,17,3.0,1
7981,100.0,0.0,37.5,10,0,8,6.75,19
7982,72.04,8.06,25.0,100,2,13,5.25,19
7983,72.08,8.04,25.0,190,1,9,5.25,8
7984,100.0,0.0,37.5,70,0,11,7.5,2
7985,73.77,7.52,25.0,150,1,20,7.75,2
7986,75.0,7.14,25.0,50,1,12,4.25,2
7987,73.2,7.7,25.0,200,2,3,9.5,14
7988,74.91,7.17,25.0,50,2,16,5.0,9
7989,73.2,7.7,25.0,200,2,7,5.5,8
7990,100.0,0.0,37.5,70,0,16,4.0,5
7991,73.81,7.51,25.0,180,1,2,5.25,5
7992,71.96,7.7,25.0,150,1,7,0.0,11
7993,71.23,8.31,25.0,110,2,6,6.0,4
7994,100.0,0.0,37.5,70,0,16,8.5,12
7995,77.41,6.41,0.0,20,2,13,3.0,7
7996,73.07,9.44,25.0,120,2,2,2.75,9
7997,77.89,6.26,0.0,50,1,20,1.75,1
7998,71.01,8.38,25.0,100,1,2,4.75,6
7999,73.44,7.62,25.0,150,2,15,6.5,15
8000,75.26,7.06,0.0,60,1,17,10.0,8
8001,100.0,0.0,37.5,40,0,12,2.75,12
8002,72.02,8.06,25.0,180,1,1,2.75,18
8003,74.42,7.33,12.5,60,2,4,1.75,17
8004,72.36,8.86,25.0,110,2,5,2.75,1
8005,100.0,0.0,37.5,200,0,4,8.75,8
8006,100.0,0.0,37.5,130,0,12,9.75,3
8007,69.87,7.68,25.0,50,2,1,4.25,12
8008,100.0,0.0,37.5,200,0,19,2.75,3
8009,73.28,7.67,25.0,120,1,3,7.25,19
8010,78.18,6.18,0.0,20,2,12,0.75,13
8011,72.97,7.77,25.0,80,1,1,7.5,11
8012,100.0,0.0,37.5,20,0,2,3.75,13
8013,68.6,9.14,25.0,60,2,10,4.75,19
8014,100.0,0.0,37.5,100,0,5,4.25,13
8015,72.39,7.95,25.0,130,1,11,10.0,2
8016,74.56,7.28,25.0,70,1,9,9.75,5
8017,75.0,7.14,25.0,140,1,9,8.25,3
8018,78.55,6.07,0.0,60,2,1,4.75,4
8019,74.78,7.21,25.0,40,2,19,7.75,3
8020,71.69,8.17,25.0,200,2,17,3.0,4
8021,100.0,0.0,37.5,120,0,14,1.0,12
8022,79.61,5.75,0.0,10,1,16,9.75,19
8023,75.5,6.99,0.0,200,1,8,7.25,9
8024,70.7,7.91,25.0,120,2,4,2.0,20
8025,78.16,6.18,0.0,50,1,18,1.5,8
8026,73.06,7.74,25.0,70,1,18,3.75,1
8027,66.89,9.69,25.0,10,2,1,8.25,11
8028,75.44,7.01,0.0,20,1,3,1.75,11
8029,99.54,0.12,0.0,90,0,14,8.5,4
8030,76.04,6.82,0.0,80,1,7,1.5,4
8031,99.7,0.08,0.0,140,0,6,9.0,18
8032,75.44,7.01,0.0,20,1,17,7.5,3
8033,73.77,7.52,25.0,80,2,19,5.75,1
8034,100.0,0.0,37.5,20,0,19,7.5,4
8035,73.77,7.52,25.0,200,2,10,9.0,13
8036,75.35,7.04,0.0,170,1,18,3.0,4
8037,76.21,6.77,0.0,20,1,15,2.25,20
8038,72.05,8.05,25.0,200,1,19,10.0,6
8039,74.89,7.18,25.0,20,2,5,2.5,4
8040,72.29,5.05,25.0,190,1,4,0.25,19
8041,75.24,7.07,0.0,100,2,15,7.0,14
8042,71.83,8.1,25.0,160,2,8,0.0,3
8043,70.61,8.5,25.0,10,1,8,2.25,15
8044,72.15,8.02,25.0,150,1,16,9.5,18
8045,100.0,0.0,37.5,110,0,14,3.75,4
8046,100.0,0.0,37.5,40,0,6,0.25,16
8047,73.79,7.51,25.0,80,2,10,4.75,4
8048,100.0,0.0,37.5,120,0,4,2.25,7
8049,100.0,0.0,37.5,80,0,4,7.25,4
8050,72.42,7.94,25.0,130,2,14,5.25,6
8051,69.08,8.99,25.0,10,1,18,3.75,18
8052,100.0,0.0,37.5,90,0,11,3.25,4
8053,77.41,6.41,0.0,60,1,13,0.0,5
8054,71.31,8.28,25.0,110,2,10,1.75,14
8055,73.28,7.67,25.0,200,1,20,1.25,1
8056,76.91,6.56,0.0,70,1,5,4.75,2
8057,73.82,7.5,25.0,80,2,10,6.5,17
8058,73.68,7.55,25.0,160,2,9,3.0,15
8059,99.48,0.14,0.0,80,0,16,3.5,11
8060,100.0,0.0,37.5,50,0,11,7.5,6
8061,100.0,0.0,37.5,140,0,11,5.5,16
8062,100.0,-0.45,12.5,100,0,1,0.5,20
8063,75.0,7.14,25.0,170,1,13,3.5,7
8064,100.0,0.0,37.5,30,0,15,3.0,18
8065,73.13,7.72,25.0,170,2,15,1.5,3
8066,74.4,7.33,25.0,150,1,3,7.0,2
8067,72.32,7.97,25.0,180,1,14,5.25,3
8068,72.13,8.03,25.0,120,1,13,9.0,4
8069,72.7,7.85,25.0,60,2,15,4.75,2
8070,70.42,8.56,25.0,80,2,12,6.75,2
8071,73.21,7.69,25.0,190,1,3,4.25,8
8072,74.7,7.24,25.0,180,2,18,8.25,4
8073,99.77,0.06,0.0,180,0,16,6.0,11
8074,72.82,25.54,37.5,50,1,2,0.25,20
8075,74.91,6.63,0.0,110,1,6,0.75,7
8076,73.72,7.53,25.0,110,2,13,10.0,13
8077,100.0,0.0,37.5,10,0,13,5.75,4
8078,70.7,8.48,25.0,130,1,12,0.25,13
8079,77.41,6.41,0.0,10,1,2,2.25,18
8080,100.0,0.0,37.5,80,0,16,0.75,6
8081,70.96,8.4,25.0,180,1,10,6.75,2
8082,76.47,6.7,0.0,160,1,20,0.25,10
8083,70.3,8.6,25.0,120,1,7,3.0,11
8084,100.0,0.0,37.5,200,0,18,4.25,1
8085,72.8,7.82,25.0,200,2,7,10.0,13
8086,75.04,5.79,12.5,70,1,4,0.25,20
8087,73.75,7.53,25.0,130,1,5,3.25,13
8088,75.08,7.12,0.0,110,1,11,8.0,20
8089,73.07,7.74,25.0,170,2,19,10.0,5
8090,72.86,14.34,12.5,40,2,2,0.25,20
8091,71.77,8.14,25.0,70,1,20,4.0,20
8092,76.23,6.77,0.0,50,2,2,7.25,19
8093,75.33,7.04,0.0,20,2,16,9.25,18
8094,74.66,7.25,25.0,130,1,9,1.75,13
8095,73.57,7.58,25.0,190,2,15,8.25,13
8096,73.68,7.55,25.0,100,1,18,9.5,11
8097,72.28,7.98,25.0,180,1,19,9.25,4
8098,80.04,5.62,0.0,50,1,7,4.25,16
8099,74.05,7.43,25.0,60,1,11,3.75,19
8100,76.87,6.57,0.0,130,1,15,8.5,3
8101,71.4,8.26,25.0,170,1,2,6.75,1
8102,73.23,7.69,25.0,130,1,14,6.5,3
8103,75.7,6.93,0.0,50,1,9,7.5,12
8104,72.03,8.06,25.0,130,2,18,8.5,5
8105,100.0,0.0,37.5,110,0,8,7.25,2
8106,72.51,7.91,25.0,140,2,8,7.25,13
8107,74.03,7.44,25.0,180,2,13,3.25,16
8108,76.1,6.81,0.0,80,2,4,3.5,1
8109,72.41,7.94,25.0,110,1,7,5.0,6
8110,100.0,0.0,37.5,60,0,10,8.25,17
8111,100.0,0.0,37.5,40,0,3,3.75,15
8112,71.58,14.15,25.0,160,2,3,0.75,1
8113,74.56,7.28,25.0,20,1,5,2.75,15
8114,99.79,0.06,0.0,200,0,2,5.75,12
8115,73.06,7.74,25.0,70,1,16,5.5,3
8116,100.0,0.0,37.5,10,0,16,1.0,7
8117,74.47,7.31,25.0,190,2,8,6.0,15
8118,100.0,0.0,37.5,60,0,16,5.25,9
8119,100.0,0.0,37.5,90,0,12,1.75,10
8120,73.52,7.6,25.0,80,2,13,9.75,11
8121,75.09,7.12,0.0,100,2,18,7.0,14
8122,75.64,14.11,25.0,110,2,2,0.25,5
8123,72.01,8.06,25.0,130,1,9,7.5,16
8124,99.68,0.09,0.0,130,0,10,2.5,1
8125,73.97,7.46,25.0,130,1,7,6.75,20
8126,74.44,6.99,25.0,180,2,6,1.25,4
8127,100.0,0.0,37.5,130,0,11,1.25,9
8128,73.31,7.66,25.0,140,1,11,2.5,4
8129,100.0,0.0,37.5,180,0,10,3.5,10
8130,72.24,8.0,25.0,150,2,9,6.75,10
8131,73.41,7.63,25.0,130,2,10,4.0,10
8132,100.0,0.0,37.5,170,0,7,3.25,16
8133,76.1,6.81,0.0,80,2,19,2.25,18
8134,73.97,7.46,25.0,70,1,8,1.75,16
8135,85.96,3.89,0.0,10,2,4,7.75,12
8136,100.0,0.0,37.5,100,0,11,1.5,10
8137,71.6,8.19,25.0,180,2,13,3.5,13
8138,74.36,7.34,25.0,200,2,9,0.0,1
8139,75.2,7.08,0.0,100,2,17,8.75,8
8140,72.81,7.82,25.0,180,1,11,5.25,18
8141,77.05,6.52,0.0,90,1,10,6.25,4
8142,74.66,7.25,25.0,150,2,14,2.5,10
8143,99.31,0.19,0.0,60,0,9,8.0,13
8144,99.62,0.1,0.0,110,0,17,8.25,7
8145,68.93,7.8,25.0,50,2,4,0.0,5
8146,80.8,8.85,0.0,40,1,2,0.75,11
8147,70.69,8.48,25.0,120,1,5,3.25,10
8148,74.01,7.45,25.0,120,2,16,0.25,9
8149,75.86,6.88,0.0,150,1,13,4.25,3
8150,75.74,6.92,0.0,80,1,14,6.75,4
8151,100.0,0.0,37.5,60,0,13,9.25,15
8152,100.0,0.0,37.5,10,0,7,5.25,13
8153,100.0,0.0,37.5,50,0,3,2.75,1
8154,100.0,0.0,37.5,200,0,8,8.5,18
8155,73.32,7.66,25.0,170,1,18,4.5,17
8156,73.9,7.48,25.0,60,2,6,9.75,13
8157,100.0,0.0,37.5,10,0,13,0.5,19
8158,73.42,7.63,25.0,200,1,8,3.0,8
8159,72.84,7.81,25.0,200,2,9,5.25,8
8160,72.66,7.86,25.0,30,1,3,5.25,11
8161,73.96,7.46,25.0,180,2,20,9.25,1
8162,74.45,7.31,25.0,180,1,5,5.5,15
8163,77.87,8.13,0.0,60,1,3,0.25,6
8164,74.29,7.36,25.0,120,2,20,7.75,8
8165,73.57,7.58,25.0,120,1,9,3.5,8
8166,86.18,3.83,0.0,10,2,5,4.0,15
8167,100.0,0.0,37.5,110,0,6,1.75,9
8168,76.27,6.76,0.0,90,2,2,5.0,10
8169,75.72,6.92,0.0,170,1,4,3.5,18
8170,69.52,8.85,25.0,20,1,2,6.0,7
8171,74.04,7.44,25.0,180,1,19,4.5,14
8172,100.0,0.0,37.5,100,0,20,8.75,13
8173,75.88,6.88,0.0,90,2,2,6.75,19
8174,99.65,0.09,0.0,120,0,7,6.5,16
8175,72.77,7.83,25.0,170,1,9,0.75,10
8176,100.0,0.0,37.5,120,0,16,7.25,1
8177,99.58,0.11,0.0,100,0,6,10.0,13
8178,72.15,8.02,25.0,130,1,10,9.0,17
8179,100.0,0.0,37.5,50,0,10,8.5,17
8180,74.09,7.42,25.0,200,2,9,3.5,5
8181,100.0,0.0,37.5,100,0,11,4.25,11
8182,100.0,0.0,37.5,80,0,14,6.75,20
8183,73.7,7.54,25.0,120,1,2,2.5,17
8184,100.0,0.0,37.5,140,0,15,5.75,13
8185,99.56,0.12,0.0,190,0,20,8.75,13
8186,71.2,8.32,25.0,150,2,14,7.25,20
8187,76.46,6.7,0.0,30,1,14,3.75,10
8188,100.0,0.0,37.5,90,0,2,3.75,6
8189,73.34,7.65,25.0,70,1,8,0.75,3
8190,73.44,7.62,25.0,190,1,12,7.25,17
8191,76.97,6.54,0.0,30,2,10,4.5,2
8192,73.75,7.53,25.0,180,2,20,5.25,1
8193,71.93,8.09,25.0,70,1,12,5.25,10
8194,73.46,7.61,25.0,50,1,13,7.75,7
8195,75.29,7.05,0.0,160,2,20,10.0,17
8196,100.0,0.0,37.5,90,0,2,8.5,12
8197,70.65,8.49,25.0,70,2,12,0.0,17
8198,73.03,7.75,25.0,110,1,10,8.25,12
8199,100.0,0.0,37.5,80,0,1,6.25,10
8200,74.74,11.6,25.0,30,2,2,0.75,10
8201,100.0,0.0,37.5,150,0,2,2.5,17
8202,73.4,7.64,25.0,160,2,17,7.75,4
8203,72.69,7.86,25.0,180,1,17,3.0,19
8204,76.72,6.62,0.0,60,1,16,1.0,4
8205,76.57,6.66,0.0,60,1,15,8.75,20
8206,100.0,0.0,37.5,170,0,7,6.5,6
8207,71.32,8.28,25.0,50,2,1,6.25,5
8208,69.04,1.23,25.0,70,2,5,0.25,13
8209,75.66,6.94,0.0,20,1,10,7.0,20
8210,100.0,0.0,37.5,200,0,16,6.5,5
8211,100.0,0.0,37.5,170,0,20,9.75,5
8212,72.69,7.85,25.0,150,2,14,2.75,8
8213,100.0,0.0,37.5,160,0,4,4.75,12
8214,100.0,0.0,37.5,120,0,9,9.25,16
8215,100.0,0.0,37.5,90,0,18,8.5,16
8216,73.47,8.27,25.0,100,2,3,5.25,8
8217,70.33,9.4,25.0,160,1,4,0.5,4
8218,100.0,0.0,37.5,140,0,20,2.25,12
8219,100.0,0.0,37.5,120,0,20,7.25,17
8220,100.0,0.0,37.5,70,0,15,4.5,7
8221,74.12,7.41,25.0,50,1,8,1.25,14
8222,74.49,7.85,25.0,90,2,4,4.0,17
8223,73.21,7.69,25.0,120,1,11,9.25,18
8224,76.54,6.67,0.0,20,1,17,2.0,17
8225,72.83,7.81,25.0,110,2,2,8.0,7
8226,74.03,7.44,25.0,120,1,7,6.0,7
8227,73.62,7.57,25.0,110,2,17,1.0,8
8228,100.0,0.0,37.5,10,0,13,5.5,2
8229,81.14,5.3,0.0,10,1,2,10.0,4
8230,100.0,0.0,37.5,190,0,8,9.75,9
8231,75.11,7.11,0.0,20,1,9,8.25,8
8232,74.15,7.4,25.0,170,2,6,7.0,16
8233,70.54,8.53,25.0,30,1,19,1.5,18
8234,100.0,0.0,37.5,110,0,18,4.0,14
8235,74.96,7.15,25.0,180,1,17,1.75,13
8236,100.0,0.0,37.5,10,0,1,5.25,7
8237,99.77,0.06,0.0,180,0,7,9.75,18
8238,99.48,0.14,0.0,80,0,7,0.25,11
8239,74.08,7.42,25.0,110,1,18,7.25,9
8240,73.41,7.63,25.0,40,1,13,1.0,12
8241,78.4,6.11,0.0,40,2,18,3.75,20
8242,71.69,14.13,12.5,190,1,2,0.0,17
8243,100.0,0.0,37.5,180,0,9,5.5,15
8244,100.0,0.0,37.5,10,0,20,6.0,20
8245,100.0,0.0,37.5,60,0,20,2.5,13
8246,73.9,7.48,25.0,190,2,20,10.0,13
8247,100.0,0.0,37.5,190,0,20,3.0,4
8248,69.52,8.85,25.0,10,2,16,0.75,1
8249,100.0,0.0,37.5,40,0,15,0.75,10
8250,100.0,0.0,37.5,80,0,7,8.75,13
8251,100.0,0.0,37.5,30,0,4,5.75,5
8252,73.8,6.76,25.0,110,2,6,1.75,16
8253,100.0,0.0,37.5,110,0,7,4.5,13
8254,100.0,0.0,37.5,50,0,14,6.25,10
8255,74.97,7.15,25.0,130,1,9,5.25,15
8256,94.44,0.0,0.0,30,0,3,0.25,6
8257,76.97,6.54,0.0,50,1,7,6.25,2
8258,100.0,0.0,37.5,190,0,12,5.75,18
8259,75.44,7.01,0.0,50,1,10,2.25,5
8260,100.0,0.0,37.5,20,0,12,7.0,20
8261,70.36,8.58,25.0,70,2,5,8.25,7
8262,76.13,6.8,0.0,130,2,16,5.75,15
8263,75.45,7.0,0.0,150,2,5,8.5,20
8264,69.52,8.85,25.0,20,2,19,0.0,15
8265,73.85,7.5,25.0,160,1,15,9.5,7
8266,72.84,3.75,25.0,120,2,4,1.25,13
8267,100.0,0.0,37.5,100,0,10,0.75,19
8268,73.03,7.75,25.0,10,2,19,2.0,17
8269,76.91,9.35,0.0,50,2,1,3.5,2
8270,76.1,6.81,0.0,40,1,16,1.0,11
8271,74.31,7.35,25.0,150,1,1,5.25,14
8272,71.87,8.11,25.0,70,1,12,4.25,15
8273,100.0,0.0,37.5,110,0,2,2.75,6
8274,74.21,7.39,25.0,50,2,17,5.0,14
8275,73.76,7.52,25.0,30,1,11,8.0,9
8276,73.89,7.48,25.0,180,2,13,8.5,5
8277,74.93,7.17,25.0,180,2,12,6.75,16
8278,75.86,6.88,0.0,100,1,13,1.75,3
8279,100.0,0.0,37.5,50,0,17,5.0,4
8280,100.0,0.0,37.5,130,0,8,4.0,6
8281,73.46,7.61,25.0,10,2,17,5.5,7
8282,99.79,0.06,0.0,200,0,2,5.25,8
8283,73.71,7.54,25.0,150,1,5,6.0,20
8284,99.7,0.08,0.0,140,0,13,0.75,14
8285,100.0,0.0,37.5,200,0,16,0.25,19
8286,100.0,0.0,37.5,30,0,16,6.25,19
8287,100.0,0.0,37.5,10,0,1,5.0,10
8288,74.42,7.32,25.0,170,1,11,5.5,18
8289,74.71,7.23,25.0,30,2,17,7.5,9
8290,75.49,6.99,0.0,40,2,12,7.25,6
8291,70.21,8.63,25.0,200,2,13,8.75,18
8292,100.0,0.0,37.5,140,0,14,9.0,16
8293,77.8,6.29,0.0,40,1,18,0.5,1
8294,73.1,7.73,25.0,60,1,11,8.25,9
8295,74.15,7.4,25.0,70,1,15,2.25,2
8296,100.0,0.0,37.5,40,0,17,4.0,17
8297,76.61,6.65,0.0,30,2,20,3.25,18
8298,72.76,7.83,25.0,180,2,9,1.0,6
8299,99.74,0.07,0.0,160,0,10,0.5,1
8300,70.69,1.38,25.0,200,2,4,0.5,5
8301,74.77,7.21,25.0,150,1,13,5.25,2
8302,72.67,7.86,25.0,80,1,14,1.0,14
8303,89.13,0.37,0.0,100,0,4,0.0,16
8304,77.24,5.91,0.0,130,2,1,1.75,14
8305,72.68,7.86,25.0,100,1,17,5.5,9
8306,76.48,6.69,0.0,40,1,1,4.0,19
8307,100.0,0.0,37.5,50,0,12,4.25,18
8308,92.95,6.2,0.0,110,0,2,0.25,17
8309,75.0,7.14,25.0,10,1,18,0.25,15
8310,100.0,0.0,37.5,160,0,17,8.75,15
8311,70.61,8.5,25.0,30,1,15,4.0,3
8312,100.0,0.0,37.5,160,0,3,3.75,6
8313,71.12,8.35,25.0,140,1,14,5.5,13
8314,71.69,8.17,25.0,120,2,9,1.5,1
8315,82.68,4.84,0.0,10,1,12,3.5,1
